CustomerID,OrderID,Product,Quantity,UnitPrice,PurchaseDate,Country,Total
1059,5098,Headphones,1,31.17,2022-01-16,UK,31.17
1361,5099,Tablet,3,411.15,2022-08-21,UK,1233.4499999999998
1103,5100,Monitor,8,81.85,2022-04-23,France,654.8
1084,5101,Keyboard,4,242.25,2022-06-21,Australia,969.0
1755,5102,Smartwatch,9,53.13,2022-05-26,Australia,478.17
1082,5103,Laptop,2,234.65,2022-04-30,India,469.3
1688,5104,Smartphone,10,317.46,2022-03-24,UK,3174.6
1504,5105,Mouse,8,196.32,2022-05-14,UK,1570.56
1673,5106,Monitor,8,385.54,2022-10-27,France,3084.32
1768,5107,Mouse,7,339.03,2022-03-28,France,2373.21
1353,5108,Tablet,7,290.8,2022-06-28,USA,2035.6000000000001
1717,5109,Printer,2,146.26,2022-04-23,Germany,292.52
1205,5110,Smartphone,4,216.46,2022-05-19,Japan,865.84
1731,5111,Monitor,4,152.49,2022-07-09,India,609.96
1858,5112,Smartphone,7,264.16,2022-01-30,Australia,1849.1200000000001
1366,5113,Keyboard,4,354.23,2022-05-15,India,1416.92
1914,5114,Headphones,7,411.91,2022-02-19,Japan,2883.3700000000003
1370,5115,Mouse,3,450.92,2022-04-05,Canada,1352.76
1071,5116,Smartphone,8,118.02,2022-10-30,USA,944.16
1242,5117,Headphones,8,438.26,2022-04-28,USA,3506.08
1333,5118,Mouse,9,133.19,2022-09-21,USA,1198.71
1841,5119,Keyboard,5,170.5,2022-05-22,Australia,852.5
1507,5120,Laptop,1,421.4,2022-08-12,Australia,421.4
1316,5121,Gaming Console,2,188.68,2022-10-01,India,377.36
1821,5122,Gaming Console,4,341.79,2022-04-01,France,1367.16
1147,5123,Smartwatch,2,365.55,2022-04-10,India,731.1
1370,5124,Printer,1,262.96,2022-01-23,Japan,262.96
1140,5125,Keyboard,9,381.95,2022-06-22,Canada,3437.5499999999997
1949,5126,Keyboard,7,136.78,2022-07-18,France,957.46
1741,5127,Headphones,2,287.03,2022-11-28,UK,574.06
1991,5128,Keyboard,8,74.23,2022-03-28,USA,593.84
1084,5129,Smartwatch,5,32.84,2022-09-09,Canada,164.20000000000002
1170,5130,Headphones,5,7.87,2022-01-28,Australia,39.35
1243,5131,Monitor,1,258.95,2022-03-02,India,258.95
1831,5132,Smartwatch,3,267.43,2022-01-31,Germany,802.29
1403,5133,Keyboard,6,268.52,2022-09-10,Germany,1611.12
1699,5134,Printer,8,197.08,2022-10-09,Japan,1576.64
1865,5135,Smartwatch,4,318.26,2022-12-02,USA,1273.04
1671,5136,Smartphone,8,92.64,2022-12-23,Australia,741.12
1151,5137,Gaming Console,2,278.11,2022-09-14,Australia,556.22
1781,5138,Gaming Console,9,70.45,2022-02-16,Canada,634.0500000000001
1841,5139,Gaming Console,9,315.29,2022-09-30,Germany,2837.61
1936,5140,Smartphone,3,91.84,2022-01-08,France,275.52
1367,5141,Mouse,10,256.6,2022-11-05,UK,2566.0
1982,5142,Gaming Console,10,64.45,2022-10-16,India,644.5
1449,5143,Gaming Console,4,469.42,2022-04-05,UK,1877.68
1364,5144,Printer,8,230.25,2022-11-14,India,1842.0
1828,5145,Monitor,3,60.55,2022-03-22,Germany,181.64999999999998
1965,5146,Tablet,7,484.03,2022-05-20,France,3388.21
1932,5147,Mouse,1,74.64,2022-11-10,Japan,74.64
1925,5148,Smartwatch,7,31.45,2022-01-10,India,220.15
1494,5149,Laptop,3,83.8,2022-11-13,Canada,251.39999999999998
1761,5150,Printer,8,355.68,2022-03-25,Japan,2845.44
1208,5151,Printer,4,168.05,2022-01-31,Japan,672.2
1253,5152,Tablet,6,431.21,2022-11-17,Australia,2587.2599999999998
1241,5153,Laptop,7,401.9,2022-08-14,France,2813.2999999999997
1910,5154,Smartwatch,10,387.48,2022-11-09,India,3874.8
1637,5155,Headphones,10,412.19,2022-03-27,India,4121.9
1135,5156,Keyboard,1,382.02,2022-07-07,USA,382.02
1638,5157,Laptop,7,296.86,2022-06-09,Japan,2078.02
1683,5158,Printer,1,424.48,2022-08-02,Germany,424.48
1188,5159,Keyboard,1,311.22,2022-06-29,USA,311.22
1013,5160,Mouse,7,229.02,2022-11-20,France,1603.14
1264,5161,Tablet,3,69.08,2022-06-04,Japan,207.24
1027,5162,Headphones,4,416.57,2022-10-23,USA,1666.28
1494,5163,Laptop,5,465.88,2022-09-12,Canada,2329.4
1020,5164,Smartwatch,1,69.04,2022-02-03,Canada,69.04
1219,5165,Smartphone,10,47.52,2022-03-10,Japan,475.20000000000005
1334,5166,Monitor,2,296.01,2022-08-29,India,592.02
1710,5167,Headphones,10,404.75,2022-06-17,Germany,4047.5
1941,5168,Keyboard,3,72.02,2022-10-19,Australia,216.06
1211,5169,Smartwatch,2,381.9,2022-10-04,India,763.8
1060,5170,Tablet,2,405.68,2022-01-14,Australia,811.36
1926,5171,Headphones,10,267.36,2022-02-16,USA,2673.6000000000004
1899,5172,Mouse,1,490.73,2022-09-24,India,490.73
1288,5173,Laptop,6,242.13,2022-04-03,France,1452.78
1261,5174,Smartphone,10,227.1,2022-09-21,Australia,2271.0
1566,5175,Smartwatch,2,242.77,2022-05-04,USA,485.54
1325,5176,Smartphone,8,137.49,2022-01-29,Canada,1099.92
1232,5177,Printer,5,209.02,2022-07-22,Canada,1045.1000000000001
1697,5178,Mouse,3,189.09,2022-07-22,India,567.27
1866,5179,Smartphone,7,364.31,2022-01-02,Germany,2550.17
1755,5180,Gaming Console,4,495.41,2022-12-28,Canada,1981.64
1013,5181,Laptop,5,274.57,2022-04-29,Germany,1372.85
1733,5182,Gaming Console,3,9.28,2022-03-28,Japan,27.839999999999996
1725,5183,Printer,6,337.04,2022-11-06,Australia,2022.2400000000002
1210,5184,Monitor,10,304.53,2022-08-12,UK,3045.2999999999997
1880,5185,Smartphone,2,146.28,2022-05-27,India,292.56
1288,5186,Printer,9,440.68,2022-05-28,India,3966.12
1693,5187,Keyboard,5,150.49,2022-08-08,UK,752.45
1037,5188,Monitor,9,215.95,2022-01-15,India,1943.55
1668,5189,Printer,7,104.59,2022-01-11,USA,732.13
1863,5190,Tablet,6,192.41,2022-12-11,Germany,1154.46
1611,5191,Keyboard,5,244.05,2022-03-30,Germany,1220.25
1027,5192,Headphones,10,207.71,2022-02-20,Germany,2077.1
1780,5193,Monitor,8,75.6,2022-11-13,UK,604.8
1108,5194,Keyboard,2,254.72,2022-02-27,France,509.44
1026,5195,Smartwatch,1,85.38,2022-03-09,Japan,85.38
1514,5196,Laptop,9,434.59,2022-12-15,Canada,3911.31
1279,5197,Smartwatch,8,481.44,2022-07-06,USA,3851.52
1444,5198,Monitor,6,499.25,2022-11-04,Germany,2995.5
1589,5199,Headphones,10,459.73,2022-08-09,India,4597.3
1098,5200,Printer,4,407.82,2022-02-28,France,1631.28
1912,5201,Monitor,3,154.87,2022-09-17,Canada,464.61
1283,5202,Mouse,3,439.49,2022-11-08,Canada,1318.47
1442,5203,Gaming Console,4,57.3,2022-05-27,Australia,229.2
1641,5204,Laptop,8,285.41,2022-05-30,UK,2283.28
1865,5205,Smartwatch,8,184.57,2022-08-14,UK,1476.56
1052,5206,Headphones,4,23.46,2022-02-28,Germany,93.84
1043,5207,Headphones,1,135.33,2022-07-28,USA,135.33
1097,5208,Headphones,10,27.85,2022-04-04,Japan,278.5
1723,5209,Mouse,10,180.72,2022-05-10,USA,1807.2
1956,5210,Headphones,3,114.47,2022-11-15,Australia,343.40999999999997
1696,5211,Printer,5,403.71,2022-06-30,Canada,2018.55
1179,5212,Tablet,7,498.97,2022-08-29,Japan,3492.79
1816,5213,Printer,1,223.83,2022-01-24,USA,223.83
1277,5214,Gaming Console,2,227.13,2022-04-24,France,454.26
1278,5215,Headphones,3,284.56,2022-10-13,Canada,853.6800000000001
1026,5216,Headphones,5,340.59,2022-07-13,India,1702.9499999999998
1233,5217,Monitor,6,164.2,2022-02-08,France,985.1999999999999
1507,5218,Printer,2,65.39,2022-09-16,France,130.78
1804,5219,Laptop,8,488.65,2022-04-06,USA,3909.2
1668,5220,Smartwatch,9,153.53,2022-04-16,Japan,1381.77
1457,5221,Tablet,7,474.48,2022-12-08,USA,3321.36
1266,5222,Smartphone,1,98.51,2022-04-20,UK,98.51
1684,5223,Monitor,7,104.91,2022-10-12,USA,734.37
1214,5224,Laptop,4,214.01,2022-02-26,India,856.04
1692,5225,Laptop,9,73.21,2022-02-25,Canada,658.89
1852,5226,Laptop,7,181.6,2022-07-18,France,1271.2
1176,5227,Mouse,9,113.58,2022-05-30,Australia,1022.22
1178,5228,Smartwatch,1,139.67,2022-05-30,Germany,139.67
1142,5229,Mouse,5,17.11,2022-05-08,Germany,85.55
1709,5230,Keyboard,5,40.55,2022-11-06,Canada,202.75
1981,5231,Smartphone,6,195.1,2022-10-22,USA,1170.6
1864,5232,Smartwatch,7,455.75,2022-08-22,India,3190.25
1078,5233,Smartwatch,3,28.71,2022-10-12,UK,86.13
1688,5234,Smartwatch,10,253.57,2022-12-29,India,2535.7
1304,5235,Keyboard,9,490.5,2022-09-12,India,4414.5
1902,5236,Tablet,10,474.34,2022-10-03,India,4743.4
1955,5237,Headphones,1,34.53,2022-01-28,Japan,34.53
1366,5238,Smartphone,9,138.84,2022-11-20,Australia,1249.56
1677,5239,Laptop,9,89.66,2022-08-01,Australia,806.9399999999999
1073,5240,Gaming Console,6,34.86,2022-09-27,USA,209.16
1751,5241,Gaming Console,10,435.32,2022-02-13,Australia,4353.2
1430,5242,Mouse,2,340.65,2022-03-06,USA,681.3
1443,5243,Headphones,2,222.43,2022-09-15,Australia,444.86
1902,5244,Monitor,3,172.71,2022-08-15,USA,518.13
1180,5245,Smartphone,7,273.12,2022-06-18,Japan,1911.8400000000001
1195,5246,Laptop,1,443.72,2022-11-06,Japan,443.72
1363,5247,Tablet,3,160.62,2022-11-29,UK,481.86
1234,5248,Headphones,1,94.03,2022-05-30,Australia,94.03
1150,5249,Monitor,5,121.23,2022-07-16,Germany,606.15
1213,5250,Monitor,6,301.01,2022-12-16,Canada,1806.06
1482,5251,Gaming Console,3,231.47,2022-04-05,France,694.41
1982,5252,Laptop,9,447.11,2022-08-29,France,4023.9900000000002
1196,5253,Printer,9,175.76,2022-10-30,Germany,1581.84
1884,5254,Printer,2,316.91,2022-11-04,USA,633.82
1211,5255,Laptop,2,457.87,2022-10-12,UK,915.74
1970,5256,Smartwatch,6,498.38,2022-09-22,Canada,2990.2799999999997
1359,5257,Headphones,2,311.87,2022-04-17,Germany,623.74
1567,5258,Keyboard,5,94.03,2022-03-16,UK,470.15
1492,5259,Smartphone,4,24.18,2022-05-31,Germany,96.72
1759,5260,Mouse,3,150.11,2022-04-13,France,450.33000000000004
1439,5261,Printer,1,158.4,2022-06-26,Australia,158.4
1510,5262,Laptop,8,207.86,2022-09-15,France,1662.88
1171,5263,Printer,1,289.84,2022-06-25,USA,289.84
1508,5264,Printer,2,149.82,2022-06-14,Canada,299.64
1541,5265,Monitor,9,249.39,2022-08-09,Japan,2244.5099999999998
1850,5266,Keyboard,8,96.51,2022-08-28,India,772.08
1684,5267,Headphones,8,34.62,2022-03-16,Germany,276.96
1948,5268,Printer,6,467.42,2022-09-17,Canada,2804.52
1342,5269,Keyboard,8,244.34,2022-01-26,Australia,1954.72
1385,5270,Tablet,10,256.78,2022-12-02,UK,2567.7999999999997
1091,5271,Printer,6,367.12,2022-09-18,France,2202.7200000000003
1252,5272,Smartwatch,5,110.09,2022-11-11,Japan,550.45
1272,5273,Monitor,8,227.38,2022-08-26,Japan,1819.04
1301,5274,Laptop,4,113.27,2022-07-08,India,453.08
1017,5275,Gaming Console,8,148.31,2022-07-06,India,1186.48
1221,5276,Smartwatch,9,379.9,2022-10-19,UK,3419.1
1812,5277,Mouse,4,19.01,2022-11-23,Germany,76.04
1218,5278,Monitor,3,181.73,2022-04-05,UK,545.1899999999999
1883,5279,Gaming Console,10,19.95,2022-08-16,India,199.5
1090,5280,Gaming Console,10,365.44,2022-07-01,India,3654.4
1020,5281,Smartphone,8,210.93,2022-06-30,Canada,1687.44
1296,5282,Monitor,8,138.05,2022-12-16,India,1104.4
1885,5283,Keyboard,4,357.83,2022-04-30,USA,1431.32
1045,5284,Tablet,3,278.42,2022-02-21,Japan,835.26
1135,5285,Mouse,2,457.24,2022-08-17,Australia,914.48
1280,5286,Gaming Console,1,166.41,2022-10-30,USA,166.41
1690,5287,Mouse,7,406.0,2022-12-08,UK,2842.0
1698,5288,Keyboard,7,395.71,2022-12-31,France,2769.97
1597,5289,Smartwatch,7,495.41,2022-02-15,India,3467.8700000000003
1124,5290,Mouse,7,76.56,2022-09-19,Canada,535.9200000000001
1876,5291,Smartphone,1,254.4,2022-05-24,India,254.4
1774,5292,Mouse,5,252.15,2022-02-17,France,1260.75
1566,5293,Headphones,9,196.22,2022-05-31,USA,1765.98
1402,5294,Keyboard,1,292.52,2022-06-05,USA,292.52
1345,5295,Headphones,3,309.54,2022-02-21,USA,928.6200000000001
1486,5296,Monitor,4,396.92,2022-02-27,India,1587.68
1631,5297,Gaming Console,6,304.44,2022-06-06,France,1826.6399999999999
1100,5298,Monitor,1,202.5,2022-11-30,Germany,202.5
1220,5299,Monitor,3,222.66,2022-08-12,UK,667.98
1664,5300,Laptop,6,214.46,2022-04-13,UK,1286.76
1662,5301,Keyboard,2,197.52,2022-12-05,Canada,395.04
1311,5302,Monitor,7,478.73,2022-02-21,India,3351.11
1859,5303,Smartphone,4,320.23,2022-09-16,Canada,1280.92
1142,5304,Tablet,1,94.74,2022-09-18,India,94.74
1194,5305,Tablet,2,156.72,2022-05-06,France,313.44
1071,5306,Monitor,8,463.78,2022-08-04,UK,3710.24
1064,5307,Printer,10,366.08,2022-03-26,Canada,3660.7999999999997
1950,5308,Gaming Console,9,362.76,2022-10-16,Canada,3264.84
1460,5309,Smartphone,5,240.12,2022-01-12,USA,1200.6
1483,5310,Smartwatch,6,192.97,2022-02-21,USA,1157.82
1705,5311,Headphones,10,251.46,2022-10-08,Canada,2514.6
1504,5312,Gaming Console,8,103.05,2022-09-09,France,824.4
1469,5313,Mouse,6,487.45,2022-05-04,UK,2924.7
1811,5314,Laptop,5,85.18,2022-08-04,Germany,425.90000000000003
1300,5315,Keyboard,9,476.31,2022-09-25,Germany,4286.79
1574,5316,Printer,6,81.52,2022-12-26,UK,489.12
1302,5317,Smartphone,5,115.55,2022-10-25,Japan,577.75
1861,5318,Keyboard,2,252.2,2022-11-17,Canada,504.4
1961,5319,Smartphone,9,165.97,2022-04-30,Canada,1493.73
1941,5320,Gaming Console,8,371.26,2022-12-25,India,2970.08
1149,5321,Gaming Console,6,341.44,2022-05-31,USA,2048.64
1191,5322,Smartphone,6,321.66,2022-05-14,Canada,1929.96
1791,5323,Headphones,9,70.04,2022-07-18,UK,630.36
1711,5324,Headphones,9,353.32,2022-11-06,Canada,3179.88
1159,5325,Gaming Console,2,300.05,2022-01-20,Germany,600.1
1926,5326,Keyboard,4,473.93,2022-02-22,France,1895.72
1778,5327,Headphones,7,371.35,2022-01-25,USA,2599.4500000000003
1076,5328,Tablet,6,42.12,2022-08-21,France,252.71999999999997
1977,5329,Smartwatch,1,482.16,2022-04-02,USA,482.16
1403,5330,Printer,2,298.45,2022-07-13,UK,596.9
1490,5331,Smartwatch,6,267.59,2022-07-22,France,1605.54
1570,5332,Smartphone,5,275.78,2022-04-01,Canada,1378.8999999999999
1342,5333,Gaming Console,5,74.27,2022-10-31,Germany,371.34999999999997
1753,5334,Smartwatch,3,71.87,2022-04-10,Japan,215.61
1590,5335,Gaming Console,2,447.95,2022-05-12,UK,895.9
1822,5336,Tablet,6,145.78,2022-07-09,Australia,874.6800000000001
1813,5337,Tablet,5,118.11,2022-04-26,Australia,590.55
1307,5338,Smartphone,10,425.8,2022-05-10,USA,4258.0
1808,5339,Tablet,3,331.74,2022-11-20,UK,995.22
1687,5340,Tablet,9,318.69,2022-02-24,Australia,2868.21
1251,5341,Mouse,3,8.72,2022-07-29,Japan,26.160000000000004
1165,5342,Smartwatch,9,440.77,2022-06-23,Canada,3966.93
1488,5343,Monitor,9,187.21,2022-04-07,Canada,1684.89
1652,5344,Smartwatch,5,433.81,2022-10-15,Germany,2169.05
1723,5345,Printer,4,303.19,2022-12-22,Australia,1212.76
1048,5346,Mouse,6,136.81,2022-07-08,UK,820.86
1130,5347,Monitor,6,474.61,2022-09-13,India,2847.66
1371,5348,Mouse,5,494.81,2022-04-28,Japan,2474.05
1153,5349,Headphones,10,31.69,2022-10-09,France,316.90000000000003
1350,5350,Mouse,2,277.5,2022-04-25,Germany,555.0
1584,5351,Laptop,3,448.89,2022-03-23,France,1346.67
1255,5352,Printer,9,316.71,2022-07-14,France,2850.39
1099,5353,Mouse,2,209.21,2022-03-20,USA,418.42
1482,5354,Monitor,2,226.14,2022-08-05,Germany,452.28
1143,5355,Monitor,3,276.79,2022-10-02,India,830.3700000000001
1280,5356,Headphones,3,416.02,2022-07-06,USA,1248.06
1894,5357,Keyboard,5,230.37,2022-06-18,UK,1151.85
1619,5358,Smartwatch,4,170.22,2022-10-16,USA,680.88
1927,5359,Headphones,2,415.2,2022-03-06,Japan,830.4
1118,5360,Mouse,10,72.68,2022-02-17,USA,726.8000000000001
1279,5361,Headphones,3,57.3,2022-07-12,Australia,171.89999999999998
1819,5362,Monitor,6,293.09,2022-05-21,USA,1758.54
1481,5363,Keyboard,3,80.18,2022-08-03,Australia,240.54000000000002
1322,5364,Monitor,10,280.22,2022-09-14,USA,2802.2000000000003
1870,5365,Tablet,1,318.99,2022-03-24,Australia,318.99
1571,5366,Smartphone,4,155.34,2022-10-19,Japan,621.36
1364,5367,Mouse,5,266.0,2022-05-23,UK,1330.0
1141,5368,Printer,6,439.65,2022-11-25,USA,2637.8999999999996
1069,5369,Keyboard,10,405.47,2022-02-02,France,4054.7000000000003
1700,5370,Mouse,7,209.33,2022-08-20,Germany,1465.3100000000002
1081,5371,Laptop,9,170.13,2022-11-02,USA,1531.17
1231,5372,Gaming Console,1,60.66,2022-08-11,Canada,60.66
1175,5373,Laptop,9,113.24,2022-06-01,Germany,1019.16
1705,5374,Smartphone,7,161.12,2022-04-14,India,1127.8400000000001
1818,5375,Tablet,1,477.11,2022-01-12,UK,477.11
1027,5376,Headphones,8,434.76,2022-10-02,Australia,3478.08
1860,5377,Tablet,10,442.72,2022-04-15,USA,4427.200000000001
1243,5378,Tablet,2,17.15,2022-05-09,Canada,34.3
1992,5379,Laptop,1,354.85,2022-09-16,Japan,354.85
1743,5380,Mouse,5,341.11,2022-08-04,India,1705.5500000000002
1068,5381,Monitor,7,338.64,2022-02-22,France,2370.48
1207,5382,Tablet,6,245.36,2022-06-12,UK,1472.16
1663,5383,Headphones,5,13.43,2022-03-20,Germany,67.15
1628,5384,Laptop,7,271.4,2022-01-13,Canada,1899.7999999999997
1618,5385,Keyboard,10,487.77,2022-01-17,UK,4877.7
1873,5386,Headphones,6,133.18,2022-09-13,Canada,799.08
1875,5387,Tablet,5,203.74,2022-09-14,France,1018.7
1779,5388,Tablet,4,335.31,2022-10-13,Canada,1341.24
1539,5389,Tablet,9,212.23,2022-11-02,Germany,1910.07
1568,5390,Laptop,7,334.38,2022-05-31,Canada,2340.66
1543,5391,Mouse,1,96.37,2022-11-09,UK,96.37
1758,5392,Keyboard,2,307.91,2022-02-15,UK,615.82
1587,5393,Smartphone,6,26.56,2022-06-13,Australia,159.35999999999999
1005,5394,Smartwatch,10,124.69,2022-07-24,USA,1246.9
1096,5395,Mouse,7,286.11,2022-05-18,Canada,2002.77
1176,5396,Mouse,9,160.45,2022-01-07,Canada,1444.05
1795,5397,Monitor,8,427.15,2022-10-05,Japan,3417.2
1022,5398,Smartwatch,2,32.59,2022-05-25,Japan,65.18
1873,5399,Monitor,8,281.35,2022-09-13,Australia,2250.8
1241,5400,Tablet,4,41.21,2022-01-25,Japan,164.84
1324,5401,Gaming Console,1,444.36,2022-02-27,UK,444.36
1546,5402,Smartphone,4,109.43,2022-02-13,Japan,437.72
1445,5403,Tablet,4,439.8,2022-05-12,UK,1759.2
1149,5404,Mouse,3,45.02,2022-11-07,UK,135.06
1528,5405,Monitor,6,114.91,2022-10-19,USA,689.46
1832,5406,Keyboard,6,20.35,2022-08-27,India,122.10000000000001
1546,5407,Smartwatch,1,438.11,2022-05-29,France,438.11
1371,5408,Tablet,9,474.31,2022-11-27,UK,4268.79
1358,5409,Gaming Console,3,308.88,2022-05-07,Australia,926.64
1549,5410,Headphones,9,366.63,2022-07-13,Canada,3299.67
1819,5411,Printer,3,460.13,2022-01-02,Japan,1380.3899999999999
1737,5412,Headphones,10,70.18,2022-12-16,UK,701.8000000000001
1737,5413,Mouse,2,140.62,2022-04-04,Australia,281.24
1987,5414,Mouse,1,21.93,2022-04-09,UK,21.93
1532,5415,Gaming Console,5,99.02,2022-10-18,Canada,495.09999999999997
1571,5416,Monitor,9,145.03,2022-03-29,Canada,1305.27
1240,5417,Monitor,6,52.91,2022-04-13,UK,317.46
1324,5418,Printer,3,196.23,2022-09-08,UK,588.6899999999999
1963,5419,Headphones,1,209.71,2022-07-22,Japan,209.71
1588,5420,Monitor,4,172.67,2022-05-27,UK,690.68
1042,5421,Headphones,7,196.57,2022-02-05,Japan,1375.99
1693,5422,Mouse,3,154.93,2022-12-19,USA,464.79
